location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,location_geom,year,month,day,hour
"Diabla Góra, Puszcza Borecka",Diabla Góra,Poland,no2,2.16428,2022-05-05 12:00:00+00:00,µg/m³,GIOS,1.0,54.124819,22.038056,POINT(54.124819 1),2022,5,5,12
"Wrocław, wyb. Conrada-Korzeniowskiego",Wrocław,Poland,no2,58.9146,2022-04-27 22:00:00+00:00,µg/m³,GIOS,1.0,51.129378,17.02925,POINT(51.129378 1),2022,4,27,22
"Kłodzko, ul. Szkolna",Kłodzko,Poland,no2,26.7027,2022-04-27 22:00:00+00:00,µg/m³,GIOS,1.0,50.433493,16.65366,POINT(50.433493 1),2022,4,27,22
"Tarnów, ul. Ks. Romana Sitko",Tarnów,Poland,no2,14.4967,2022-05-06 04:00:00+00:00,µg/m³,GIOS,1.0,50.018253,20.992578,POINT(50.018253 1),2022,5,6,4
"Granica, KPN",Granica,Poland,no2,2.7,2022-04-27 18:00:00+00:00,µg/m³,GIOS,1.0,52.285858,20.454653,POINT(52.285858 1),2022,4,27,18
PT03087,Lisboa,Portugal,no2,27.0,2022-05-07 12:00:00+00:00,µg/m³,EEA Portugal,1.0,38.705,-9.210278,POINT(38.705 1),2022,5,7,12
PT03063,Setúbal,Portugal,no2,14.9,2022-04-30 22:00:00+00:00,µg/m³,EEA Portugal,1.0,38.619444,-9.081111,POINT(38.619444 1),2022,4,30,22
PT02017,Aveiro,Portugal,no2,1.0,2022-05-09 06:00:00+00:00,µg/m³,EEA Portugal,1.0,40.635556,-8.646667,POINT(40.635556 1),2022,5,9,6
PT03096,Santarém,Portugal,no2,4.7,2022-05-11 17:00:00+00:00,µg/m³,EEA Portugal,1.0,39.3525,-8.466111,POINT(39.3525 1),2022,5,11,17
PT02017,Aveiro,Portugal,no2,1.0,2022-05-02 20:00:00+00:00,µg/m³,EEA Portugal,1.0,40.635556,-8.646667,POINT(40.635556 1),2022,5,2,20
PT03083,Setúbal,Portugal,no2,16.7,2022-05-04 20:00:00+00:00,µg/m³,EEA Portugal,1.0,38.663611,-9.157778,POINT(38.663611 1),2022,5,4,20
PT01042,Braga,Portugal,no2,6.8,2022-05-04 06:00:00+00:00,µg/m³,EEA Portugal,1.0,41.569444,-8.456944,POINT(41.569444 1),2022,5,4,6
PT03104,Lisboa,Portugal,no2,4.8,2022-03-31 23:00:00+00:00,µg/m³,EEA Portugal,1.0,38.701389,-9.429444,POINT(38.701389 1),2022,3,31,23
PT03101,Lisboa,Portugal,no2,13.3,2022-04-12 03:00:00+00:00,µg/m³,EEA Portugal,1.0,38.896111,-9.040278,POINT(38.896111 1),2022,4,12,3
PT03095,Setúbal,Portugal,no2,8.1,2022-04-29 10:00:00+00:00,µg/m³,EEA Portugal,1.0,38.658611,-9.066944,POINT(38.658611 1),2022,4,29,10
RO0071A,Ilfov,Romania,no2,48.00926546,2022-04-30 23:00:00+00:00,µg/m³,EEA Romania,1.0,44.3488680301443,26.0336260914258,POINT(44.3488680301443 1),2022,4,30,23
RO0202A,Tulcea,Romania,no2,3.67275442,2022-04-29 07:00:00+00:00,µg/m³,EEA Romania,1.0,45.2710868336331,28.4244023885815,POINT(45.2710868336331 1),2022,4,29,7
RO0120A,Braşov,Romania,no2,29.00212458,2022-05-16 01:00:00+00:00,µg/m³,EEA Romania,1.0,45.6593697223582,25.6161789788955,POINT(45.6593697223582 1),2022,5,16,1
RO0083A,Iaşi,Romania,no2,46.42245611,2022-04-30 22:00:00+00:00,µg/m³,EEA Romania,1.0,47.1567664986992,27.5748656243897,POINT(47.1567664986992 1),2022,4,30,22
RO0182A,Satu Mare,Romania,no2,4.74774465,2022-05-09 22:00:00+00:00,µg/m³,EEA Romania,1.0,47.7996607377086,22.8770360145582,POINT(47.7996607377086 1),2022,5,9,22
RO0101A,Argeş,Romania,no2,13.42206515,2022-05-04 00:00:00+00:00,µg/m³,EEA Romania,1.0,44.9806079994631,24.762619,POINT(44.9806079994631 1),2022,5,4,0
RO0178A,Prahova,Romania,no2,15.37073497,2022-05-03 08:00:00+00:00,µg/m³,EEA Romania,1.0,44.8502273594632,26.02591705,POINT(44.8502273594632 1),2022,5,3,8
RO0104A,Bacău,Romania,no2,9.51554166,2022-05-11 03:00:00+00:00,µg/m³,EEA Romania,1.0,46.564581214605,26.9106513033117,POINT(46.564581214605 1),2022,5,11,3
RO0153A,Harghita,Romania,no2,10.80721696,2022-05-08 10:00:00+00:00,µg/m³,EEA Romania,1.0,46.3266181894638,25.81135559,POINT(46.3266181894638 1),2022,5,8,10
RO0084A,Iaşi,Romania,no2,21.10838268,2022-05-04 17:00:00+00:00,µg/m³,EEA Romania,1.0,47.1511115994648,27.58361435,POINT(47.1511115994648 1),2022,5,4,17
RO0082A,Dolj,Romania,no2,9.57238416,2022-05-07 04:00:00+00:00,µg/m³,EEA Romania,1.0,44.3422299994633,23.719622,POINT(44.3422299994633 1),2022,5,7,4
RO0117A,Brăila,Romania,no2,11.63202477,2022-05-14 03:00:00+00:00,µg/m³,EEA Romania,1.0,45.1685295094632,27.92255402,POINT(45.1685295094632 1),2022,5,14,3
RO0173A,Neamţ,Romania,no2,5.38872494,2022-04-30 09:00:00+00:00,µg/m³,EEA Romania,1.0,46.8987439994644,26.034067,POINT(46.8987439994644 1),2022,4,30,9
RO0159A,Ialomiţa,Romania,no2,8.77344038,2022-05-09 16:00:00+00:00,µg/m³,EEA Romania,1.0,44.5648870873665,27.3659174893035,POINT(44.5648870873665 1),2022,5,9,16
RO0079A,Dolj,Romania,no2,9.83624927,2022-04-30 08:00:00+00:00,µg/m³,EEA Romania,1.0,44.3191642794633,23.79667664,POINT(44.3191642794633 1),2022,4,30,8
RS0037A,Grad Beograd,Serbia,no2,32.76479,2022-05-21 08:00:00+00:00,µg/m³,EEA Servia,1.0,44.796959,20.475288,POINT(44.796959 1),2022,5,21,8
RS0039A,Podunavski upravni okrug,Serbia,no2,13.94504,2022-05-06 06:00:00+00:00,µg/m³,EEA Servia,1.0,44.652336,20.931675,POINT(44.652336 1),2022,5,6,6
RS0033A,Nišavski upravni okrug,Serbia,no2,28.60104,2022-05-23 20:00:00+00:00,µg/m³,EEA Servia,1.0,43.322554,21.919025,POINT(43.322554 1),2022,5,23,20
RS0045A,Moravički upravni okrug,Serbia,no2,15.6252,2022-05-25 08:00:00+00:00,µg/m³,EEA Servia,1.0,43.89316,20.345513,POINT(43.89316 1),2022,5,25,8
RS0039A,Podunavski upravni okrug,Serbia,no2,11.74202,2022-05-10 22:00:00+00:00,µg/m³,EEA Servia,1.0,44.652336,20.931675,POINT(44.652336 1),2022,5,10,22
RS0005R,Nišavski upravni okrug,Serbia,no2,1.62915,2022-03-31 05:00:00+00:00,µg/m³,EEA Servia,1.0,43.404011,21.947746,POINT(43.404011 1),2022,3,31,5
RS0043A,Šumadijski upravni okrug,Serbia,no2,6.29982,2022-05-03 13:00:00+00:00,µg/m³,EEA Servia,1.0,44.011573,20.925031,POINT(44.011573 1),2022,5,3,13
RS0041A,Kolubarski upravni okrug,Serbia,no2,31.58836,2022-03-31 23:00:00+00:00,µg/m³,EEA Servia,1.0,44.273049,19.899006,POINT(44.273049 1),2022,3,31,23
RS0030A,Nišavski upravni okrug,Serbia,no2,20.91756,2022-05-07 13:00:00+00:00,µg/m³,EEA Servia,1.0,43.316552,21.913548,POINT(43.316552 1),2022,5,7,13
SE0027A,Stockholm,Sweden,no2,28.5595,2022-05-12 08:00:00+00:00,µg/m³,EEA Sweden,1.0,59.3411099995295,18.05862,POINT(59.3411099995295 1),2022,5,12,8
"Kungsgatan, Uppsala",Uppsala,Sweden,no2,25.1,2022-04-30 03:00:00+00:00,µg/m³,Stockholm,1.0,59.853185,17.653329,POINT(59.853185 1),2022,4,30,3
SE0004A,Västra Götaland,Sweden,no2,3.77766,2022-05-25 14:00:00+00:00,µg/m³,EEA Sweden,1.0,57.7086099995155,11.97,POINT(57.7086099995155 1),2022,5,25,14
SE0054A,Skåne,Sweden,no2,3.37,2022-05-09 17:00:00+00:00,µg/m³,EEA Sweden,1.0,55.7008319995005,13.200842,POINT(55.7008319995005 1),2022,5,9,17
SE0054A,Skåne,Sweden,no2,2.52,2022-05-07 14:00:00+00:00,µg/m³,EEA Sweden,1.0,55.7008319995005,13.200842,POINT(55.7008319995005 1),2022,5,7,14
SE0001A,Skåne,Sweden,no2,15.8,2022-03-31 23:00:00+00:00,µg/m³,EEA Sweden,1.0,55.6063899994999,13.00196,POINT(55.6063899994999 1),2022,3,31,23
SE0067A,Västra Götaland,Sweden,no2,14.326,2022-05-12 08:00:00+00:00,µg/m³,EEA Sweden,1.0,57.6986099995154,11.96084,POINT(57.6986099995154 1),2022,5,12,8
SK0002A,Bratislavský kraj,Slovakia,no2,53.0618,2022-05-11 01:00:00+00:00,µg/m³,EEA Slovakia,1.0,48.1584279994666,17.128678,POINT(48.1584279994666 1),2022,5,11,1
Khao Noi Fire Station,Saraburi,Thailand,no2,0.01,2022-04-28 07:00:00+00:00,ppm,Air4Thai,1.0,14.526343,100.926047,POINT(14.526343 1),2022,4,28,7
"Meteorology Center, Phrae",Phrae,Thailand,no2,0.005,2022-04-29 12:00:00+00:00,ppm,Air4Thai,1.0,18.1283666,100.1624333,POINT(18.1283666 1),2022,4,29,12
"Natural Resources and Environment Office, Mae Hongson",Mae Hong Son,Thailand,no2,0.002,2022-05-16 01:00:00+00:00,ppm,Air4Thai,1.0,19.30455,97.97165,POINT(19.30455 1),2022,5,16,1
Municipality Office Tungsadao,Chachoengsao,Thailand,no2,0.01,2022-04-12 04:00:00+00:00,ppm,Air4Thai,1.0,13.5885,101.2863333,POINT(13.5885 1),2022,4,12,4
"Meteorological stations, Sakon Nakhon",Sakon Nakhon,Thailand,no2,0.002,2022-05-20 02:00:00+00:00,ppm,Air4Thai,1.0,17.15662,104.133216,POINT(17.15662 1),2022,5,20,2
National Housing Authority Dindaeng,Bangkok,Thailand,no2,0.019,2022-05-12 08:00:00+00:00,ppm,Air4Thai,1.0,13.76251667,100.5502,POINT(13.76251667 1),2022,5,12,8
Highway District,Samut Sakhon,Thailand,no2,0.009,2022-05-25 15:00:00+00:00,ppm,Air4Thai,1.0,13.7054879,100.315622,POINT(13.7054879 1),2022,5,25,15
"72nd Anniversary King Bhumibol Public Park, Uttaradit",Uttaradit,Thailand,no2,0.004,2022-05-07 07:00:00+00:00,ppm,Air4Thai,1.0,17.631352,100.09896,POINT(17.631352 1),2022,5,7,7
"Field Crop Research Center, Rayong",Rayong,Thailand,no2,0.009,2022-05-19 23:00:00+00:00,ppm,Air4Thai,1.0,12.73518333,101.13565,POINT(12.73518333 1),2022,5,19,23
Nonsi Witthaya School,Bangkok,Thailand,no2,0.036,2022-04-18 14:00:00+00:00,ppm,Air4Thai,1.0,13.70806667,100.5473333,POINT(13.70806667 1),2022,4,18,14
Municipal Health Center,Phuket,Thailand,no2,0.009,2022-05-03 14:00:00+00:00,ppm,Air4Thai,1.0,7.884488,98.391283,POINT(7.884488 1),2022,5,3,14
Hat Yai Municipality,Songkhla,Thailand,no2,0.012,2022-05-08 14:00:00+00:00,ppm,Air4Thai,1.0,7.020434,100.484088,POINT(7.020434 1),2022,5,8,14
Municipality Office Tungsadao,Chachoengsao,Thailand,no2,0.014,2022-05-09 16:00:00+00:00,ppm,Air4Thai,1.0,13.5885,101.2863333,POINT(13.5885 1),2022,5,9,16
Cape Romain,Charleston-North Charleston,United States,no2,0.001,2022-05-11 09:00:00+00:00,ppm,AirNow,1.0,32.941002,-79.656998,POINT(32.941002 1),2022,5,11,9
San Bernadino - 4th,Riverside-San Bernardino-Ontario,United States,no2,0.013,2022-05-14 15:00:00+00:00,ppm,AirNow,1.0,34.106678,-117.274063,POINT(34.106678 1),2022,5,14,15
Malta,PHILLIPS,United States,no2,0.0,2022-03-30 03:00:00+00:00,ppm,AirNow,1.0,48.317507,-107.862471,POINT(48.317507 1),2022,3,30,3
Inland Port,Salt Lake City,United States,no2,0.003,2022-05-05 18:00:00+00:00,ppm,AirNow,1.0,40.807897,-112.087717,POINT(40.807897 1),2022,5,5,18
Ontario Near Road,SAN BERNARDINO,United States,no2,0.049,2022-04-05 03:00:00+00:00,ppm,AirNow,1.0,34.068114,-117.525796,POINT(34.068114 1),2022,4,5,3
Pico Rivera,LOS ANGELES,United States,no2,0.01,2022-05-21 14:00:00+00:00,ppm,AirNow,1.0,34.010283,-118.068484,POINT(34.010283 1),2022,5,21,14
RUTLAND,Rutland,United States,no2,0.019,2022-05-10 01:00:00+00:00,ppm,AirNow,1.0,43.608528,-72.98246,POINT(43.608528 1),2022,5,10,1
North Holywood,Los Angeles-Long Beach-Santa Ana,United States,no2,0.002,2022-05-03 21:00:00+00:00,ppm,AirNow,1.0,34.181977,-118.363036,POINT(34.181977 1),2022,5,3,21
Mira Loma - Van Bure,Riverside-San Bernardino-Ontario,United States,no2,0.018,2022-04-30 10:00:00+00:00,ppm,AirNow,1.0,33.996387,-117.4925,POINT(33.996387 1),2022,4,30,10
Casper Gaseous,Casper,United States,no2,0.001,2022-05-09 05:00:00+00:00,ppm,AirNow,1.0,42.82231,-106.36501,POINT(42.82231 1),2022,5,9,5
E. Milton - Blue Hil,Boston-Cambridge-Quincy,United States,no2,0.001,2022-05-13 04:00:00+00:00,ppm,AirNow,1.0,42.2117,-71.114403,POINT(42.2117 1),2022,5,13,4
Laramie I-80 Mobile,Laramie,United States,no2,0.012,2022-05-25 04:00:00+00:00,ppm,AirNow,1.0,41.324166,-105.614888,POINT(41.324166 1),2022,5,25,4
Fresno - Drummond St,Fresno,United States,no2,0.006,2022-05-10 09:00:00+00:00,ppm,AirNow,1.0,36.7056,-119.7414,POINT(36.7056 1),2022,5,10,9
GARINGER,Charlotte-Gastonia-Concord,United States,no2,0.005,2022-05-19 16:00:00+00:00,ppm,AirNow,1.0,35.2411,-80.7831,POINT(35.2411 1),2022,5,19,16
Long Beach Signal Hi,Los Angeles-Long Beach-Santa Ana,United States,no2,0.011,2022-04-29 09:00:00+00:00,ppm,AirNow,1.0,33.793713,-118.171019,POINT(33.793713 1),2022,4,29,9
MILITARY PARK,Detroit-Warren-Livonia,United States,no2,0.036,2022-04-28 11:00:00+00:00,ppm,AirNow,1.0,42.312078,-83.103469,POINT(42.312078 1),2022,4,28,11
Westport,Bridgeport-Stamford-Norwalk,United States,no2,0.004,2022-05-24 13:00:00+00:00,ppm,AirNow,1.0,41.1189,-73.3369,POINT(41.1189 1),2022,5,24,13
HATTIEAVEN,Winston-Salem,United States,no2,0.005,2022-04-28 04:00:00+00:00,ppm,AirNow,1.0,36.1106,-80.2267,POINT(36.1106 1),2022,4,28,4
DANIA_BEACH,Miami-Fort Lauderdale-Miami Beach,United States,no2,0.008,2022-05-15 13:00:00+00:00,ppm,AirNow,1.0,26.0864,-80.1114,POINT(26.0864 1),2022,5,15,13
MUNRO STREET,HILLSBOROUGH,United States,no2,0.007,2022-04-17 03:00:00+00:00,ppm,AirNow,1.0,27.955133,-82.469532,POINT(27.955133 1),2022,4,17,3
Daniel South,SUBLETTE,United States,no2,0.001,2022-05-02 04:00:00+00:00,ppm,AirNow,1.0,42.7914,-110.0547,POINT(42.7914 1),2022,5,2,4
Oakland,San Francisco-Oakland-Fremont,United States,no2,0.005,2022-05-11 04:00:00+00:00,ppm,AirNow,1.0,37.743061,-122.169907,POINT(37.743061 1),2022,5,11,4
Los Angeles - N. Mai,Los Angeles-Long Beach-Santa Ana,United States,no2,0.011,2022-05-23 22:00:00+00:00,ppm,AirNow,1.0,34.066429,-118.226755,POINT(34.066429 1),2022,5,23,22
Bakersfield-Muni,Bakersfield,United States,no2,0.011,2022-04-29 10:00:00+00:00,ppm,AirNow,1.0,35.3313,-119.0,POINT(35.3313 1),2022,4,29,10
Substation,Farmington,United States,no2,0.0,2022-05-02 13:00:00+00:00,ppm,AirNow,1.0,36.7969,-108.4725,POINT(36.7969 1),2022,5,2,13
Boulder,SUBLETTE,United States,no2,0.001,2022-05-08 11:00:00+00:00,ppm,AirNow,1.0,42.7186,-109.7531,POINT(42.7186 1),2022,5,8,11
NR,Salt Lake City,United States,no2,0.016,2022-05-06 00:00:00+00:00,ppm,AirNow,1.0,40.662841,-111.901796,POINT(40.662841 1),2022,5,6,0
Ouray,UINTAH,United States,no2,0.001,2022-05-16 02:00:00+00:00,ppm,AirNow,1.0,40.054848,-109.68737,POINT(40.054848 1),2022,5,16,2
ELIZA HOWELL-NR,Detroit-Warren-Livonia,United States,no2,0.016,2022-05-25 14:00:00+00:00,ppm,AirNow,1.0,42.38599,-83.266319,POINT(42.38599 1),2022,5,25,14
E. Milton - Blue Hil,Boston-Cambridge-Quincy,United States,no2,0.0,2022-04-27 18:00:00+00:00,ppm,AirNow,1.0,42.2117,-71.114403,POINT(42.2117 1),2022,4,27,18
Big Piney,SUBLETTE,United States,no2,0.0,2022-05-07 22:00:00+00:00,ppm,AirNow,1.0,42.486668,-110.099167,POINT(42.486668 1),2022,5,7,22
Pepsi Place,Jacksonville,United States,no2,0.007,2022-05-07 16:00:00+00:00,ppm,AirNow,1.0,30.262808,-81.606834,POINT(30.262808 1),2022,5,7,16
MICMAC,AROOSTOOK,United States,no2,0.001,2022-05-11 06:00:00+00:00,ppm,AirNow,1.0,46.6964,-68.033096,POINT(46.6964 1),2022,5,11,6
Roosvelt,DUCHESNE,United States,no2,0.014,2022-05-04 14:00:00+00:00,ppm,AirNow,1.0,40.2943,-110.009,POINT(40.2943 1),2022,5,4,14
Elizabeth Trailer,New York-Northern New Jersey-Long Island,United States,no2,0.012,2022-04-27 03:00:00+00:00,ppm,AirNow,1.0,40.641441,-74.208366,POINT(40.641441 1),2022,4,27,3
Cape Romain,Charleston-North Charleston,United States,no2,0.0,2022-04-24 04:00:00+00:00,ppm,AirNow,1.0,32.941002,-79.656998,POINT(32.941002 1),2022,4,24,4
North Holywood,Los Angeles-Long Beach-Santa Ana,United States,no2,0.005,2022-04-18 03:00:00+00:00,ppm,AirNow,1.0,34.181977,-118.363036,POINT(34.181977 1),2022,4,18,3
RIVER_Terrace,Washington-Arlington-Alexandria,United States,no2,0.008,2022-05-07 11:00:00+00:00,ppm,AirNow,1.0,38.895683,-76.958089,POINT(38.895683 1),2022,5,7,11
Redwash,UINTAH,United States,no2,0.001,2022-05-06 03:00:00+00:00,ppm,AirNow,1.0,40.204433,-109.35321,POINT(40.204433 1),2022,5,6,3
Erda,TOOELE,United States,no2,0.004,2022-05-05 12:00:00+00:00,ppm,AirNow,1.0,40.600556,-112.355,POINT(40.600556 1),2022,5,5,12
Compton,Los Angeles-Long Beach-Santa Ana,United States,no2,0.009,2022-05-03 22:00:00+00:00,ppm,AirNow,1.0,33.9014,-118.205,POINT(33.9014 1),2022,5,3,22
Walnut Rec.,CLARK,United States,no2,0.01,2022-05-15 13:00:00+00:00,ppm,AirNow,1.0,36.214465,-115.091437,POINT(36.214465 1),2022,5,15,13
Edison,Bakersfield,United States,no2,0.001,2022-05-08 17:00:00+00:00,ppm,AirNow,1.0,35.345607,-118.851825,POINT(35.345607 1),2022,5,8,17
Yellowstone- Old Fai,TETON,United States,no2,0.003,2022-04-27 19:00:00+00:00,ppm,AirNow,1.0,44.373056,-110.830833,POINT(44.373056 1),2022,4,27,19
Phoenix JLG Supersit,Phoenix-Mesa-Scottsdale,United States,no2,0.005,2022-05-10 06:00:00+00:00,ppm,AirNow,1.0,33.503601,-112.095001,POINT(33.503601 1),2022,5,10,6
Howard County Near R,HOWARD,United States,no2,0.014,2022-05-02 12:00:00+00:00,ppm,AirNow,1.0,39.143197,-76.846192,POINT(39.143197 1),2022,5,2,12
Shadyside,BELMONT,United States,no2,0.005,2022-05-16 08:00:00+00:00,ppm,AirNow,1.0,39.9679,-80.7464,POINT(39.9679 1),2022,5,16,8
Stellenboch,Cape Winelands,South Africa,no2,0.003136,2022-05-04 19:00:00+00:00,ppm,South Africa,1.0,-33.927762,18.857242,POINT(-33.927762 1),2022,5,4,19
Olifantsfontein-NAQI,City  of  Ekurhuleni,South Africa,no2,0.042707,2022-05-11 21:00:00+00:00,ppm,South Africa,1.0,-25.973743,28.236044,POINT(-25.973743 1),2022,5,11,21
Paarl,Cape Winelands,South Africa,no2,0.014118,2022-05-09 20:00:00+00:00,ppm,South Africa,1.0,-33.695038,18.989825,POINT(-33.695038 1),2022,5,9,20
eMalahleni - SAWS,Nkangala,South Africa,no2,0.023526,2022-05-12 07:00:00+00:00,ppm,South Africa,1.0,-25.877861,29.186472,POINT(-25.877861 1),2022,5,12,7
Lebohang,Gert Sibande,South Africa,no2,0.006978,2022-05-13 08:00:00+00:00,ppm,South Africa,1.0,-26.381111,28.918333,POINT(-26.381111 1),2022,5,13,8
Thabazimbi,Waterberg,South Africa,no2,0.006359,2022-05-14 09:00:00+00:00,ppm,South Africa,1.0,-24.591058,27.391605,POINT(-24.591058 1),2022,5,14,9
Pietermaritzburg - CBD,uMgungundlovu,South Africa,no2,0.0,2022-05-19 02:00:00+00:00,ppm,South Africa,1.0,-29.602056,30.380611,POINT(-29.602056 1),2022,5,19,2
市一纸厂,驻马店市,China,so2,8.0,2021-08-09 11:00:00+00:00,µg/m³,ChinaAQIData,1.0,32.9656,114.0189,POINT(32.9656 1),2021,8,9,11
LV0010R,Rucavas,Latvia,so2,3.8500747,2022-05-04 05:00:00+00:00,µg/m³,EEA Latvia,1.0,56.1623499995038,21.173331,POINT(56.1623499995038 1),2022,5,4,5
GR0030A,ΑΤΤΙΚΗ,Greece,so2,3.0,2022-05-14 17:00:00+00:00,µg/m³,EEA Greece,1.0,37.9432869,23.64751053,POINT(37.9432869 1),2022,5,14,17
Uludağ Üniv.-MTHM,Bursa,Turkey,so2,12.59,2022-04-05 04:00:00+00:00,µg/m³,Turkey,1.0,40.22337,28.87154,POINT(40.22337 1),2022,4,5,4
临钢医院,临汾市,China,so2,7.0,2021-08-09 11:00:00+00:00,µg/m³,ChinaAQIData,1.0,36.0783,111.5531,POINT(36.0783 1),2021,8,9,11
GR0003A,ΑΤΤΙΚΗ,Greece,so2,2.0,2022-05-08 13:00:00+00:00,µg/m³,EEA Greece,1.0,37.988028,23.727628,POINT(37.988028 1),2022,5,8,13
HR0005A,Primorsko-goranska,Croatia,so2,3.0,2022-05-08 14:00:00+00:00,µg/m³,EEA Croatia,1.0,45.3207944439076,14.4835111111111,POINT(45.3207944439076 1),2022,5,8,14
HR0012A,Krapinsko-zagorska,Croatia,so2,3.6,2022-05-12 09:00:00+00:00,µg/m³,EEA Croatia,1.0,46.1690555550192,15.6606388888889,POINT(46.1690555550192 1),2022,5,12,9
农科所,济南市,China,so2,8.0,2021-08-09 11:00:00+00:00,µg/m³,ChinaAQIData,1.0,36.665,116.9376,POINT(36.665 1),2021,8,9,11
市政府原办公楼,滁州市,China,so2,8.0,2021-08-09 11:00:00+00:00,µg/m³,ChinaAQIData,1.0,32.3038,118.3118,POINT(32.3038 1),2021,8,9,11
AT0ZOE2,Oberösterreich,Austria,so2,0.44999998,2022-05-07 12:00:00+00:00,µg/m³,EEA Austria,1.0,47.8386110994659,14.441388889,POINT(47.8386110994659 1),2022,5,7,12
AT0PIL1,Niederösterreich,Austria,so2,0.375,2022-04-16 18:00:00+00:00,µg/m³,EEA Austria,1.0,48.7211111094678,15.94222222,POINT(48.7211111094678 1),2022,4,16,18
AT30601,Niederösterreich,Austria,so2,3.40000009,2022-05-16 15:00:00+00:00,µg/m³,EEA Austria,1.0,48.3022229994669,16.320833,POINT(48.3022229994669 1),2022,5,16,15
AT30401,Niederösterreich,Austria,so2,1.85000002,2022-05-05 16:00:00+00:00,µg/m³,EEA Austria,1.0,48.3347199994669,16.729445,POINT(48.3347199994669 1),2022,5,5,16
AT900KE,Wien,Austria,so2,2.8520646,2022-05-02 06:00:00+00:00,µg/m³,EEA Austria,1.0,48.1567079994665,16.476051,POINT(48.1567079994665 1),2022,5,2,6
AT9SCHA,Wien,Austria,so2,3.78911805,2022-05-19 14:00:00+00:00,µg/m³,EEA Austria,1.0,48.2353699994667,16.301563,POINT(48.2353699994667 1),2022,5,19,14
AT2WO35,Kärnten,Austria,so2,3.23499989,2022-05-02 13:00:00+00:00,µg/m³,EEA Austria,1.0,46.7083329994642,14.891667,POINT(46.7083329994642 1),2022,5,2,13
Footscray,Melbourne,Australia,so2,0.00056,2022-05-13 04:00:00+00:00,ppm,Australia - Victoria,1.0,-37.8037071,144.869339,POINT(-37.8037071 1),2022,5,13,4
Prospect,Sydney North-west,Australia,so2,0.0,2022-05-05 09:00:00+00:00,ppm,Australia - New South Wales,1.0,-33.7947222,150.9125,POINT(-33.7947222 1),2022,5,5,9
Rouse Hill,Sydney North-west,Australia,so2,0.0,2022-04-29 06:00:00+00:00,ppm,Australia - New South Wales,1.0,-33.682778,150.903611,POINT(-33.682778 1),2022,4,29,6
Wallsend,Lower Hunter,Australia,so2,0.0,2022-05-11 17:00:00+00:00,ppm,Australia - New South Wales,1.0,-32.8961111,151.6691667,POINT(-32.8961111 1),2022,5,11,17
Altona North,Altona North,Australia,so2,0.0,2022-05-05 15:00:00+00:00,ppm,Australia - Victoria,1.0,-37.8441238,144.861618,POINT(-37.8441238 1),2022,5,5,15
Wollongong,Illawarra,Australia,so2,0.0,2022-05-05 01:00:00+00:00,ppm,Australia - New South Wales,1.0,-34.4186111,150.8863889,POINT(-34.4186111 1),2022,5,5,1
Prospect,Sydney North-west,Australia,so2,0.001,2022-05-24 00:00:00+00:00,ppm,Australia - New South Wales,1.0,-33.7947222,150.9125,POINT(-33.7947222 1),2022,5,24,0
BG0070A,София (столица),Bulgaria,so2,3.13,2022-05-03 17:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.637192,23.243864,POINT(42.637192 1),2022,5,3,17
BG0040A,София (столица),Bulgaria,so2,15.17,2022-05-14 07:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.732292,23.310972,POINT(42.732292 1),2022,5,14,7
BG0057A,Велико Търново,Bulgaria,so2,5.18,2022-05-12 13:00:00+00:00,µg/m³,EEA Bulgaria,1.0,43.126475,25.691211,POINT(43.126475 1),2022,5,12,13
BG0044A,Бургас,Bulgaria,so2,14.82,2022-05-10 16:00:00+00:00,µg/m³,EEA Bulgaria,1.0,42.518892,27.375144,POINT(42.518892 1),2022,5,10,16
Cubatão-Vale do Mogi,Cubatão,Brazil,so2,3.0,2022-05-18 02:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.83158901,-46.36956879,POINT(-23.83158901 1),2022,5,18,2
Congonhas,São Paulo,Brazil,so2,5.0,2022-05-21 23:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.61632008,-46.66346553,POINT(-23.61632008 1),2022,5,21,23
Interlagos,São Paulo,Brazil,so2,3.0,2022-04-23 02:00:00+00:00,µg/m³,Sao Paulo CETESB,1.0,-23.68050765,-46.67504316,POINT(-23.68050765 1),2022,4,23,2
Second Narrows,Unknown,Canada,so2,0.0,2022-05-11 15:00:00+00:00,ppm,AirNow,1.0,49.3,-123.02,POINT(49.3 1),2022,5,11,15
Steeper,ALBERTA,Canada,so2,0.0,2022-05-18 13:00:00+00:00,ppm,AirNow,1.0,53.1325,-117.09111,POINT(53.1325 1),2022,5,18,13
Burnaby South,BRITISH COLUMBIA,Canada,so2,0.0,2022-05-08 12:00:00+00:00,ppm,AirNow,1.0,49.21528,-122.98556,POINT(49.21528 1),2022,5,8,12
SYDNEY,NOVA SCOTIA,Canada,so2,0.0,2022-05-02 17:00:00+00:00,ppm,AirNow,1.0,46.142317,-60.172575,POINT(46.142317 1),2022,5,2,17
