location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,location_geom
RO0071A,Ilfov,RO,pm10,18.07184563,2022-05-10 05:00:00.000000 UTC,µg/m³,EEA Romania,1.0,44.3488680301443,26.0336260914258,POINT(44.3488680301443 1)
RS0036A,Grad Beograd,RS,pm10,11.87193,2022-04-23 02:00:00.000000 UTC,µg/m³,EEA Servia,1.0,44.803179,20.400152,POINT(44.803179 1)
SE0117A,Gotland,SE,pm10,9.40097,2022-04-27 19:00:00.000000 UTC,µg/m³,EEA Sweden,1.0,57.6369019995149,18.3027,POINT(57.6369019995149 1)
SE0001A,Skåne,SE,pm10,11.6,2022-05-10 06:00:00.000000 UTC,µg/m³,EEA Sweden,1.0,55.6063899994999,13.00196,POINT(55.6063899994999 1)
SE0095A,Västernorrland,SE,pm10,32.303,2022-05-09 15:00:00.000000 UTC,µg/m³,EEA Sweden,1.0,62.3875999995595,17.3099,POINT(62.3875999995595 1)
SE0067A,Västra Götaland,SE,pm10,29.0273,2022-05-14 07:00:00.000000 UTC,µg/m³,EEA Sweden,1.0,57.6986099995154,11.96084,POINT(57.6986099995154 1)
SK0264A,Košický kraj,SK,pm10,20.982,2022-05-14 16:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.6911125194678,21.2863884,POINT(48.6911125194678 1)
SK0037A,Prešovský kraj,SK,pm10,24.658,2022-05-06 00:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.9308357194684,21.9136219,POINT(48.9308357194684 1)
SK0037A,Prešovský kraj,SK,pm10,15.666,2022-04-27 22:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.9308357194684,21.9136219,POINT(48.9308357194684 1)
Health Promotion Hospital Bankhaohin,Chon buri,TH,pm10,24.0,2022-05-20 12:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.054551,101.098128,POINT(13.054551 24)
"Bang Khae District Office, Bangkok",Bangkok,TH,pm10,42.0,2022-05-09 21:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.696314,100.409049,POINT(13.696314 24)
Department of Disease Control,Nonthaburi,TH,pm10,29.0,2022-04-28 18:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.852778,100.529444,POINT(13.852778 24)
Bansomdejchaopraya Rajabhat University,Bangkok,TH,pm10,27.0,2022-04-23 03:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.732846,100.487662,POINT(13.732846 24)
"Government Complex, Rayong",Rayong,TH,pm10,30.0,2022-05-15 05:00:00.000000 UTC,µg/m³,Air4Thai,24.0,12.7066,101.18055,POINT(12.7066 24)
Provincial Waterworks Authority Mae Moh,Lampang,TH,pm10,22.0,2022-05-11 18:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.2826333,99.6598166,POINT(18.2826333 24)
Khao Noi Fire Station,Saraburi,TH,pm10,37.0,2022-04-28 19:00:00.000000 UTC,µg/m³,Air4Thai,24.0,14.526343,100.926047,POINT(14.526343 24)
Highway District,Samut Sakhon,TH,pm10,27.0,2022-05-11 15:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.7054879,100.315622,POINT(13.7054879 24)
"Non-Formal Education Centre, Mea Sot",Tak,TH,pm10,26.0,2022-05-09 11:00:00.000000 UTC,µg/m³,Air4Thai,24.0,16.734413,98.566961,POINT(16.734413 24)
"Nong Prajak Public Park, Udon Thani",Udon Thani,TH,pm10,13.0,2022-05-02 14:00:00.000000 UTC,µg/m³,Air4Thai,24.0,17.414174,102.780926,POINT(17.414174 24)
Municipal Waste Water Pumping Station,Nakhon Ratchasima,TH,pm10,25.0,2022-05-22 11:00:00.000000 UTC,µg/m³,Air4Thai,24.0,14.979537,102.098335,POINT(14.979537 24)
Bu Yai Bai Hall Station,Prachin Buri,TH,pm10,22.0,2022-05-02 18:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.917563,101.590529,POINT(13.917563 24)
"Taksin Stadium, Muang Tak Municipality",Tak,TH,pm10,75.0,2022-04-17 19:00:00.000000 UTC,µg/m³,Air4Thai,24.0,16.883611,99.123056,POINT(16.883611 24)
Suan Sayam-Ram Intra Intersection,Bangkok,TH,pm10,51.0,2022-05-08 15:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.799395,100.682464,POINT(13.799395 24)
Department of Disease Control,Nonthaburi,TH,pm10,34.0,2022-05-07 09:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.852778,100.529444,POINT(13.852778 24)
"Soi Sukhumwit 63 Roadside Wattana, Bangkok",Bangkok,TH,pm10,48.0,2022-05-12 14:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.722096,100.584559,POINT(13.722096 24)
"Meteorological stations, Sakon Nakhon",Sakon Nakhon,TH,pm10,9.0,2022-05-16 11:00:00.000000 UTC,µg/m³,Air4Thai,24.0,17.15662,104.133216,POINT(17.15662 24)
Health Promotion Hospital Maptaput,Rayong,TH,pm10,43.0,2022-04-22 04:00:00.000000 UTC,µg/m³,Air4Thai,24.0,12.70865,101.1659833,POINT(12.70865 24)
"OTOP Center, Ubon Ratchathani",Ubon Ratchathani,TH,pm10,33.0,2022-05-04 08:00:00.000000 UTC,µg/m³,Air4Thai,24.0,15.245413,104.846219,POINT(15.245413 24)
Yupparaj Wittayalai School,Chiang Mai,TH,pm10,40.0,2022-05-16 09:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.7909333,98.99,POINT(18.7909333 24)
"Phra Kanong District Office,  Bangkok",Bangkok,TH,pm10,33.0,2022-04-28 19:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.691511,100.61457,POINT(13.691511 24)
Si Sawat District Office,Kanchanaburi,TH,pm10,33.0,2022-05-16 00:00:00.000000 UTC,µg/m³,Air4Thai,24.0,14.600278,99.114444,POINT(14.600278 24)
Health Promotion Hospital Maptaput,Rayong,TH,pm10,27.0,2022-05-19 09:00:00.000000 UTC,µg/m³,Air4Thai,24.0,12.70865,101.1659833,POINT(12.70865 24)
Elderly Health Rehabilitation Center,Nakhon Si Thammarat,TH,pm10,39.0,2022-05-14 16:00:00.000000 UTC,µg/m³,Air4Thai,24.0,8.426923,99.961469,POINT(8.426923 24)
"Din Dang, Bangkok",Bangkok,TH,pm10,46.0,2022-04-29 02:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.7619223,100.558606,POINT(13.7619223 24)
Thai Meteorological Department,Bangkok,TH,pm10,32.0,2022-05-26 17:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.666183,100.605742,POINT(13.666183 24)
Delray Beach,PALM BEACH,US,pm10,14.0,2022-04-29 10:00:00.000000 UTC,µg/m³,AirNow,1.0,26.456944,-80.092778,POINT(26.456944 1)
Colville-E 1st St,STEVENS,US,pm10,1.0,2022-05-09 22:00:00.000000 UTC,µg/m³,AirNow,1.0,48.54469,-117.903222,POINT(48.54469 1)
Hayden,GILA,US,pm10,19.0,2022-04-28 07:00:00.000000 UTC,µg/m³,AirNow,1.0,33.006268,-110.786484,POINT(33.006268 1)
Manse,NYE,US,pm10,100.0,2022-04-29 05:00:00.000000 UTC,µg/m³,AirNow,1.0,36.212787,-115.994802,POINT(36.212787 1)
Buckeye,Phoenix-Mesa-Scottsdale,US,pm10,43.0,2022-05-12 16:00:00.000000 UTC,µg/m³,AirNow,1.0,33.37,-112.6207,POINT(33.37 1)
Branch Street,ST. LOUIS (CITY),US,pm10,12.0,2022-05-06 13:00:00.000000 UTC,µg/m³,AirNow,1.0,38.65643,-90.18977,POINT(38.65643 1)
San Juan Bautista AM,SAN BENITO,US,pm10,8.0,2022-05-05 03:00:00.000000 UTC,µg/m³,AirNow,1.0,36.841488,-121.533444,POINT(36.841488 1)
Linda,NYE,US,pm10,89.0,2022-05-03 14:00:00.000000 UTC,µg/m³,AirNow,1.0,36.349378,-116.03197,POINT(36.349378 1)
Pinal County Housing,Phoenix-Mesa-Scottsdale,US,pm10,89.0,2022-05-12 20:00:00.000000 UTC,µg/m³,AirNow,1.0,32.891056,-111.570503,POINT(32.891056 1)
Front Street,Kansas City,US,pm10,16.0,2022-05-08 15:00:00.000000 UTC,µg/m³,AirNow,1.0,39.13198,-94.53128,POINT(39.13198 1)
Missoula Boyd Park,MISSOULA,US,pm10,6.0,2022-05-06 14:00:00.000000 UTC,µg/m³,AirNow,1.0,46.842297,-114.020549,POINT(46.842297 1)
Casa Grande Downtown,Phoenix-Mesa-Scottsdale,US,pm10,48.0,2022-05-10 05:00:00.000000 UTC,µg/m³,AirNow,1.0,32.877583,-111.752222,POINT(32.877583 1)
Glendale Community C,Phoenix-Mesa-Scottsdale,US,pm10,32.0,2022-04-30 19:00:00.000000 UTC,µg/m³,AirNow,1.0,33.5694,-112.1915,POINT(33.5694 1)
Goleta,Santa Barbara-Santa Maria,US,pm10,29.0,2022-05-13 17:00:00.000000 UTC,µg/m³,AirNow,1.0,34.445301,-119.827797,POINT(34.445301 1)
Oildale - 3311 Manor,Bakersfield,US,pm10,36.0,2022-05-06 09:00:00.000000 UTC,µg/m³,AirNow,1.0,35.438035,-119.016787,POINT(35.438035 1)
Walter Johnson,Las Vegas-Paradise,US,pm10,67.0,2022-05-03 10:00:00.000000 UTC,µg/m³,AirNow,1.0,36.169756,-115.263038,POINT(36.169756 1)
Coso Junction,Bishop,US,pm10,25.0,2022-04-28 15:00:00.000000 UTC,µg/m³,AirNow,1.0,36.0494,-117.9439,POINT(36.0494 1)
7E Deming Airport,Deming,US,pm10,19.0,2022-05-14 04:00:00.000000 UTC,µg/m³,AirNow,1.0,32.2558,-107.7228,POINT(32.2558 1)
WYLAM,Birmingham-Hoover,US,pm10,33.0,2022-05-24 19:00:00.000000 UTC,µg/m³,AirNow,1.0,33.4997,-86.9242,POINT(33.4997 1)
Oildale - 3311 Manor,Bakersfield,US,pm10,37.0,2022-05-04 17:00:00.000000 UTC,µg/m³,AirNow,1.0,35.438035,-119.016787,POINT(35.438035 1)
South Phoenix,Phoenix-Mesa-Scottsdale,US,pm10,39.0,2022-05-06 22:00:00.000000 UTC,µg/m³,AirNow,1.0,33.4033,-112.0731,POINT(33.4033 1)
Delray Beach,PALM BEACH,US,pm10,10.0,2022-05-12 08:00:00.000000 UTC,µg/m³,AirNow,1.0,26.456944,-80.092778,POINT(26.456944 1)
South Valley,Albuquerque,US,pm10,32.0,2022-05-03 02:00:00.000000 UTC,µg/m³,AirNow,1.0,35.0186,-106.651901,POINT(35.0186 1)
Butte Greely School,SILVER BOW,US,pm10,14.0,2022-04-28 09:00:00.000000 UTC,µg/m³,AirNow,1.0,46.002399,-112.500893,POINT(46.002399 1)
GreenValley,Las Vegas-Paradise,US,pm10,36.0,2022-05-16 11:00:00.000000 UTC,µg/m³,AirNow,1.0,36.048705,-115.052942,POINT(36.048705 1)
Kapolei,Honolulu,US,pm10,16.0,2022-05-10 14:00:00.000000 UTC,µg/m³,AirNow,1.0,21.323601,-158.088593,POINT(21.323601 1)
ARNOLD WEST,St. Louis,US,pm10,10.0,2022-05-03 02:00:00.000000 UTC,µg/m³,AirNow,1.0,38.448581,-90.398436,POINT(38.448581 1)
CASTLE H,Wilmington,US,pm10,15.0,2022-05-11 21:00:00.000000 UTC,µg/m³,AirNow,1.0,34.364167,-77.838611,POINT(34.364167 1)
BLAIR STREET,St. Louis,US,pm10,44.0,2022-05-02 11:00:00.000000 UTC,µg/m³,AirNow,1.0,38.656449,-90.198548,POINT(38.656449 1)
Pocatello Garrett an,Pocatello,US,pm10,14.0,2022-04-30 04:00:00.000000 UTC,µg/m³,AirNow,1.0,42.876701,-112.460297,POINT(42.876701 1)
MILWAUKEE COLLEGE AV,Milwaukee-Waukesha-West Allis,US,pm10,18.0,2022-04-30 05:00:00.000000 UTC,µg/m³,AirNow,1.0,42.93257,-87.93434,POINT(42.93257 1)
Goodland,SHERMAN,US,pm10,28.0,2022-05-15 04:00:00.000000 UTC,µg/m³,AirNow,1.0,39.342801,-101.702996,POINT(39.342801 1)
Chaparral,Las Cruces,US,pm10,53.0,2022-05-24 13:00:00.000000 UTC,µg/m³,AirNow,1.0,32.0411,-106.4092,POINT(32.0411 1)
Yuba City,Yuba City,US,pm10,8.0,2022-05-13 05:00:00.000000 UTC,µg/m³,AirNow,1.0,39.13868,-121.61884,POINT(39.13868 1)
Sunrise Acres,Las Vegas-Paradise,US,pm10,131.0,2022-05-21 05:00:00.000000 UTC,µg/m³,AirNow,1.0,36.163962,-115.11393,POINT(36.163962 1)
New Haven,New Haven-Milford,US,pm10,18.0,2022-05-09 21:00:00.000000 UTC,µg/m³,AirNow,1.0,41.301288,-72.902685,POINT(41.301288 1)
Missoula Boyd Park,MISSOULA,US,pm10,12.0,2022-05-26 14:00:00.000000 UTC,µg/m³,AirNow,1.0,46.842297,-114.020549,POINT(46.842297 1)
Goodland,SHERMAN,US,pm10,69.0,2022-04-28 04:00:00.000000 UTC,µg/m³,AirNow,1.0,39.342801,-101.702996,POINT(39.342801 1)
Paonia,DELTA,US,pm10,25.0,2022-05-10 01:00:00.000000 UTC,µg/m³,AirNow,1.0,38.8763,-107.6022,POINT(38.8763 1)
Parkgate (Eagle Rive,Anchorage,US,pm10,10.0,2022-05-05 07:00:00.000000 UTC,µg/m³,AirNow,1.0,61.3267,-149.569707,POINT(61.3267 1)
Savannah L&A,Savannah,US,pm10,23.0,2022-05-03 20:00:00.000000 UTC,µg/m³,AirNow,1.0,32.0903,-81.1306,POINT(32.0903 1)
St. Paul - Downtown,RAMSEY,US,pm10,16.0,2022-05-21 17:00:00.000000 UTC,µg/m³,AirNow,1.0,44.9507,-93.0985,POINT(44.9507 1)
El Rio - Rio Mesa Sc,Oxnard-Thousand Oaks-Ventura,US,pm10,30.0,2022-04-30 02:00:00.000000 UTC,µg/m³,AirNow,1.0,34.25239,-119.14318,POINT(34.25239 1)
Cheyenne NCore,Cheyenne,US,pm10,33.0,2022-05-11 09:00:00.000000 UTC,µg/m³,AirNow,1.0,41.18222,-104.778336,POINT(41.18222 1)
Laurel,Anchorage,US,pm10,31.0,2022-05-26 14:00:00.000000 UTC,µg/m³,AirNow,1.0,61.181117,-149.834,POINT(61.181117 1)
Laurel,Anchorage,US,pm10,6.0,2022-05-14 18:00:00.000000 UTC,µg/m³,AirNow,1.0,61.181117,-149.834,POINT(61.181117 1)
Honolulu,Honolulu,US,pm10,6.0,2022-05-18 07:00:00.000000 UTC,µg/m³,AirNow,1.0,21.310301,-157.858093,POINT(21.310301 1)
West Phoenix,Phoenix-Mesa-Scottsdale,US,pm10,23.0,2022-04-29 10:00:00.000000 UTC,µg/m³,AirNow,1.0,33.483799,-112.142601,POINT(33.483799 1)
Bill Stanley,Bishop,US,pm10,15.0,2022-05-04 14:00:00.000000 UTC,µg/m³,AirNow,1.0,36.3619,-118.0108,POINT(36.3619 1)
Research Farm,BROOKINGS,US,pm10,22.0,2022-05-10 23:00:00.000000 UTC,µg/m³,AirNow,1.0,44.348604,-96.807299,POINT(44.348604 1)
Columbus Airport,Columbus,US,pm10,7.0,2022-05-08 21:00:00.000000 UTC,µg/m³,AirNow,1.0,32.5214,-84.9436,POINT(32.5214 1)
Colusa - Sunrise Blv,COLUSA,US,pm10,5.0,2022-05-10 05:00:00.000000 UTC,µg/m³,AirNow,1.0,39.18919,-121.99887,POINT(39.18919 1)
Wamsutter,Rock Springs,US,pm10,4.0,2022-05-24 19:00:00.000000 UTC,µg/m³,AirNow,1.0,41.6778,-108.0242,POINT(41.6778 1)
SLO Roberto,San Luis Obispo-Paso Robles,US,pm10,22.0,2022-04-10 12:00:00.000000 UTC,µg/m³,AirNow,1.0,35.259473,-120.644493,POINT(35.259473 1)
Indio-29 Palms,N/A,US,pm10,16.0,2022-05-13 19:00:00.000000 UTC,µg/m³,AirNow,1.0,33.71969,-116.1897,POINT(33.71969 1)
Branch Street,ST. LOUIS (CITY),US,pm10,16.0,2022-05-26 05:00:00.000000 UTC,µg/m³,AirNow,1.0,38.65643,-90.18977,POINT(38.65643 1)
Walter Johnson,Las Vegas-Paradise,US,pm10,234.0,2022-05-03 11:00:00.000000 UTC,µg/m³,AirNow,1.0,36.169756,-115.263038,POINT(36.169756 1)
Shell Cut,Bishop,US,pm10,16.0,2022-05-03 07:00:00.000000 UTC,µg/m³,AirNow,1.0,36.3663,-117.8976,POINT(36.3663 1)
Oildale - 3311 Manor,Bakersfield,US,pm10,25.0,2022-05-08 19:00:00.000000 UTC,µg/m³,AirNow,1.0,35.438035,-119.016787,POINT(35.438035 1)
Lee Vining,MONO,US,pm10,12.0,2022-05-08 04:00:00.000000 UTC,µg/m³,AirNow,1.0,37.962069,-119.120278,POINT(37.962069 1)
MTSP,MONROE,US,pm10,14.0,2022-04-28 09:00:00.000000 UTC,µg/m³,AirNow,1.0,39.4751,-91.78899,POINT(39.4751 1)
Orange Grove,PIMA,US,pm10,22.0,2022-05-22 16:00:00.000000 UTC,µg/m³,AirNow,1.0,32.322573,-111.037709,POINT(32.322573 1)
PM2.5 Mammoth Lakes,GBU,US,pm10,6.0,2022-05-11 00:00:00.000000 UTC,µg/m³,AirNow,1.0,37.645748,-118.966548,POINT(37.645748 1)
Hidden Valley,PINAL,US,pm10,53.0,2022-05-02 02:00:00.000000 UTC,µg/m³,AirNow,1.0,32.884761,-112.03705,POINT(32.884761 1)
Chaparral,Las Cruces,US,pm10,46.0,2022-05-24 07:00:00.000000 UTC,µg/m³,AirNow,1.0,32.0411,-106.4092,POINT(32.0411 1)
Tramway,Albuquerque,US,pm10,83.0,2022-04-29 20:00:00.000000 UTC,µg/m³,AirNow,1.0,35.185,-106.5077,POINT(35.185 1)
Greenville-ESC,Greenville,US,pm10,15.0,2022-05-08 16:00:00.000000 UTC,µg/m³,AirNow,1.0,34.843899,-82.414597,POINT(34.843899 1)
HATTIEAVEN,Winston-Salem,US,pm10,11.0,2022-05-09 21:00:00.000000 UTC,µg/m³,AirNow,1.0,36.1106,-80.2267,POINT(36.1106 1)
Presque Isle Riversi,AROOSTOOK,US,pm10,6.0,2022-05-06 13:00:00.000000 UTC,µg/m³,AirNow,1.0,46.682299,-68.016195,POINT(46.682299 1)
Warner Robins,Warner Robins,US,pm10,16.0,2022-05-03 17:00:00.000000 UTC,µg/m³,AirNow,1.0,32.6056,-83.5979,POINT(32.6056 1)
Jerome Mack,Las Vegas-Paradise,US,pm10,42.0,2022-04-25 03:00:00.000000 UTC,µg/m³,AirNow,1.0,36.141875,-115.078742,POINT(36.141875 1)
Apache Junction,Phoenix-Mesa-Scottsdale,US,pm10,33.0,2022-05-11 03:00:00.000000 UTC,µg/m³,AirNow,1.0,33.42,-111.5042,POINT(33.42 1)
Bosjesspruit,Gert Sibande,ZA,pm10,27.669,2022-05-11 15:00:00.000000 UTC,µg/m³,South Africa,1.0,-26.605556,29.210833,POINT(-26.605556 1)
Pietermaritzburg Airport - ORIBI,uMgungundlovu,ZA,pm10,0.058,2022-05-18 06:00:00.000000 UTC,µg/m³,South Africa,1.0,-29.637583,30.337389,POINT(-29.637583 1)
Diepsloot,City of Johannesburg,ZA,pm10,32.202,2022-05-06 23:00:00.000000 UTC,µg/m³,South Africa,1.0,-25.921853,28.018873,POINT(-25.921853 1)
Diepkloof-NAQI,City of Johannesburg,ZA,pm10,48.975,2022-05-10 17:00:00.000000 UTC,µg/m³,South Africa,1.0,-26.250733,27.9564167,POINT(-26.250733 1)
Middelburg MP,Nkangala,ZA,pm10,18.4,2022-05-17 21:00:00.000000 UTC,µg/m³,South Africa,1.0,-25.773111,29.438611,POINT(-25.773111 1)
Lebohang,Gert Sibande,ZA,pm10,0.0,2022-05-09 04:00:00.000000 UTC,µg/m³,South Africa,1.0,-26.381111,28.918333,POINT(-26.381111 1)
IE003AP,Dublin City,IE,pm25,12.57,2022-04-22 04:00:00.000000 UTC,µg/m³,EEA Ireland,1.0,53.39025,-6.305266,POINT(53.39025 1)
PUENTE PIEDRA,Lima,PE,pm25,37.41,2022-05-19 02:00:00.000000 UTC,µg/m³,Senamhi,1.0,-11.863253,-77.074133,POINT(-11.863253 1)
US Diplomatic Post: San Jose,San Jose,CR,pm25,-999.0,2022-05-17 20:00:00.000000 UTC,µg/m³,StateAir_SanJose,1.0,9.949488,-84.142876,POINT(9.949488 1)
HR0010A,Brodsko-posavska,HR,pm25,10.6,2022-05-06 18:00:00.000000 UTC,µg/m³,EEA Croatia,1.0,45.1594722216854,17.9951,POINT(45.1594722216854 1)
US Diplomatic Post: Baghdad,Baghdad,IQ,pm25,39.0,2022-05-09 17:00:00.000000 UTC,µg/m³,StateAir_Baghdad,1.0,33.298722,44.395917,POINT(33.298722 1)
BETN085,Luxembourg,BE,pm25,24.894,2022-05-06 01:00:00.000000 UTC,µg/m³,EEA Belgium,1.0,50.303208,6.001736,POINT(50.303208 1)
US Diplomatic Post: Embassy Kathmandu,Kathmandu,NP,pm25,19.0,2022-05-06 21:15:00.000000 UTC,µg/m³,StateAir_Kathmandu,1.0,27.738703,85.336205,POINT(27.738703 1)
GR0003A,ΑΤΤΙΚΗ,GR,pm25,12.0,2022-05-03 14:00:00.000000 UTC,µg/m³,EEA Greece,1.0,37.988028,23.727628,POINT(37.988028 1)
IE0106A,Banbridge,IE,pm25,18.52,2022-04-29 18:00:00.000000 UTC,µg/m³,EEA Ireland,1.0,54.361111,-6.225,POINT(54.361111 1)
BELSA04,Antwerpen,BE,pm25,10.34,2022-04-27 01:00:00.000000 UTC,µg/m³,EEA Belgium,1.0,51.3139288945411,4.40386813974961,POINT(51.3139288945411 1)
US Diplomatic Post: Embassy Kathmandu,Kathmandu,NP,pm25,32.0,2022-05-10 15:15:00.000000 UTC,µg/m³,StateAir_Kathmandu,1.0,27.738703,85.336205,POINT(27.738703 1)
IE002AP,Dublin City,IE,pm25,2.0,2022-05-25 14:00:00.000000 UTC,µg/m³,EEA Ireland,1.0,53.372042,-6.175326,POINT(53.372042 1)
BETR892,Oost-Vlaanderen,BE,pm25,11.28,2022-04-10 01:00:00.000000 UTC,µg/m³,EEA Belgium,1.0,51.2630368232114,4.27888997650593,POINT(51.2630368232114 1)
Dushanbe,N/A,TI,pm25,132.0,2022-04-12 03:00:00.000000 UTC,µg/m³,AirNow,1.0,38.557671,68.775917,POINT(38.557671 1)
BETN012,West-Vlaanderen,BE,pm25,11.75,2022-04-15 01:00:00.000000 UTC,µg/m³,EEA Belgium,1.0,51.2545736228328,3.3625358887016,POINT(51.2545736228328 1)
IE0036A,Dublin City,IE,pm25,14.93,2022-04-28 18:00:00.000000 UTC,µg/m³,EEA Ireland,1.0,53.333333,-6.366667,POINT(53.333333 1)
US Diplomatic Post: Abidjan,Abidjan,CI,pm25,9.0,2022-05-14 14:00:00.000000 UTC,µg/m³,StateAir_Abidjan,1.0,5.335049,-3.976023,POINT(5.335049 1)
Dushanbe,N/A,TI,pm25,45.0,2022-05-11 09:00:00.000000 UTC,µg/m³,AirNow,1.0,38.557671,68.775917,POINT(38.557671 1)
US Diplomatic Post: Abu Dhabi,Abu Dhabi,AE,pm25,39.0,2022-05-13 15:00:00.000000 UTC,µg/m³,StateAir_AbuDhabi,1.0,24.424399,54.433746,POINT(24.424399 1)
US Diplomatic Post: Ulaanbaatar,Ulaanbaatar,MN,pm25,7.0,2022-05-07 04:00:00.000000 UTC,µg/m³,StateAir_Ulaanbaatar,1.0,47.928387,106.92947,POINT(47.928387 1)
IE003AP,Dublin City,IE,pm25,9.32,2022-05-03 15:00:00.000000 UTC,µg/m³,EEA Ireland,1.0,53.39025,-6.305266,POINT(53.39025 1)
US Diplomatic Post: Islamabad,Islamabad,PK,pm25,-999.0,2022-05-19 17:00:00.000000 UTC,µg/m³,StateAir_Islamabad,1.0,33.7235,73.11822,POINT(33.7235 1)
Addis Ababa Jacros,N/A,ET,pm25,44.0,2022-04-14 03:00:00.000000 UTC,µg/m³,AirNow,1.0,9.011444,38.820909,POINT(9.011444 1)
Baghdad,N/A,IZ,pm25,227.0,2022-05-13 20:00:00.000000 UTC,µg/m³,AirNow,1.0,33.3128,44.3615,POINT(33.3128 1)
US Diplomatic Post: Lahore,Lahore,PK,pm25,95.0,2022-05-02 04:00:00.000000 UTC,µg/m³,StateAir_Lahore,1.0,31.560078,74.33589,POINT(31.560078 1)
Sarajevo,N/A,BK,pm25,17.0,2022-05-20 21:00:00.000000 UTC,µg/m³,AirNow,1.0,43.856665,18.398205,POINT(43.856665 1)
Beijing US Embassy,Beijing,CN,pm25,27.0,2022-05-02 21:00:00.000000 UTC,µg/m³,Beijing US Embassy,1.0,39.95,116.47,POINT(39.95 1)
US Diplomatic Post: Manama,Manama,BH,pm25,66.0,2022-05-07 05:00:00.000000 UTC,µg/m³,StateAir_Manama,1.0,26.204697,50.57083,POINT(26.204697 1)
AT4S125,Oberösterreich,AT,pm25,5.49800014,2022-04-29 10:00:00.000000 UTC,µg/m³,EEA Austria,1.0,47.7161111105768,13.6322222222222,POINT(47.7161111105768 1)
AT2KA71,Kärnten,AT,pm25,13.4300003,2022-05-13 16:00:00.000000 UTC,µg/m³,EEA Austria,1.0,46.6266166661308,14.2991444444444,POINT(46.6266166661308 1)
AT60197,Steiermark,AT,pm25,9.59591674,2022-03-31 18:00:00.000000 UTC,µg/m³,EEA Austria,1.0,46.7783333327976,15.5405555555556,POINT(46.7783333327976 1)
AT2KA71,Kärnten,AT,pm25,6.86499977,2022-05-09 11:00:00.000000 UTC,µg/m³,EEA Austria,1.0,46.6266166661308,14.2991444444444,POINT(46.6266166661308 1)
AT30201,Niederösterreich,AT,pm25,6.0,2022-05-15 11:00:00.000000 UTC,µg/m³,EEA Austria,1.0,47.9591669994661,16.205833,POINT(47.9591669994661 1)
AT2KA21,Kärnten,AT,pm25,10.17000007,2022-05-16 08:00:00.000000 UTC,µg/m³,EEA Austria,1.0,46.6255599994641,14.31806,POINT(46.6255599994641 1)
AT4S407,Oberösterreich,AT,pm25,7.69500017,2022-05-03 15:00:00.000000 UTC,µg/m³,EEA Austria,1.0,48.0008333327996,13.6675,POINT(48.0008333327996 1)
AT31901,Niederösterreich,AT,pm25,8.0,2022-04-13 18:00:00.000000 UTC,µg/m³,EEA Austria,1.0,48.3294449994669,16.0625,POINT(48.3294449994669 1)
AT90A23,Wien,AT,pm25,13.37699985,2022-05-03 06:00:00.000000 UTC,µg/m³,EEA Austria,1.0,48.2030599994666,16.43455,POINT(48.2030599994666 1)
AT60197,Steiermark,AT,pm25,3.7433176,2022-04-17 18:00:00.000000 UTC,µg/m³,EEA Austria,1.0,46.7783333327976,15.5405555555556,POINT(46.7783333327976 1)
Alphington,Melbourne,AU,pm25,2.35,2022-05-06 18:00:00.000000 UTC,µg/m³,Australia - Victoria,1.0,-37.7784081,145.0306,POINT(-37.7784081 1)
Wollongong,Illawarra,AU,pm25,0.0,2022-05-24 23:00:00.000000 UTC,µg/m³,Australia - New South Wales,24.0,-34.4186111,150.8863889,POINT(-34.4186111 24)
Macquarie Park,Sydney East,AU,pm25,5.4,2022-05-06 04:00:00.000000 UTC,µg/m³,Australia - New South Wales,24.0,-33.765278,151.117806,POINT(-33.765278 24)
Beresfield,Lower Hunter,AU,pm25,11.6,2022-04-29 00:00:00.000000 UTC,µg/m³,Australia - New South Wales,24.0,-32.7983333,151.66,POINT(-32.7983333 24)
Bathurst,Central Tablelands,AU,pm25,4.5,2022-04-29 02:00:00.000000 UTC,µg/m³,Australia - New South Wales,24.0,-33.4033333,149.5733333,POINT(-33.4033333 24)
North Ward,Townsville,AU,pm25,4.1,2022-05-07 04:00:00.000000 UTC,µg/m³,Australia - Queensland,1.0,-19.2509,146.8073,POINT(-19.2509 1)
Melton,Melton,AU,pm25,4.44,2022-05-09 20:00:00.000000 UTC,µg/m³,Australia - Victoria,1.0,-37.7064552,144.5669,POINT(-37.7064552 1)
